,date,rating,title,review
1,сент. 2021 г.,"5,0 из 5 кружков",Можно найти уединённые  места,"Часто выбираемся с детьми погулять в теплое время года. Есть укромные уголки, известные только местным, так что большое количество туристов нам не мешает."
2,янв. 2022 г.,"5,0 из 5 кружков",Потрясающей  красоты  парк.,"очень  красивый  парк, в  пруду  обитают  лебеди, гуси  и  утки, повсюду  белки.  Если  повезет, увидите  потомков  пеликанов  Астры  и  Ханя  (угадайте  из  какого  города  они  прибыли), презентованных  русским  послом  английскому  королю  300  лет  назад. "
3,дек. 2021 г.,"5,0 из 5 кружков",Отличный парк в самом центре Лондона,"Парк, который неизменно оставляет неизгладимые впечатления во время посещения Лондона. Особенностью этого парка по соседству с Букингемском дворцом является невероятно активное присутствие разных пернатых и серых белочек, которые скачут в большом количестве по территории всего парка. Белочек подкармливают, но это опасно ! Пока я сидел на скамейке в парке, то стал свидетелем как белочки дважды кусали девушек, которые кормили их с руки. Одна очень наглая белка забралась на мою ногу, но я благоразумно решил ее не трогать и она быстро убежала, утратив ко мне интерес. Кроме того, здесь есть утки, гуси, лебеди, пеликаны, голуби, даже попугаи и другие неизвестные мне виды птиц. По территории парка протекает канал, есть пару кафе, туалеты, скамейки. Отличное место для отдыха в самом центре столицы Великобритании."
4,февр. 2020 г.,"5,0 из 5 кружков","Гуляйте спокойно, велосипедисты вам не помешают!","Нам парк понравился! И особенно его хозяйки, огромные и наглые белки)) Птиц всяких разных здесь огромное количество, только по видам, говорят, около тысячи! А сколько их здесь в штуках...!)) Вообще парк довольно старый, ему уже более 400 лет, хотя, конечно, за это время он неоднократно перестраивался. Очень живописно выглядит озеро и острова. Центром всей парковой композиции является мост, с которого открываются замечательные картинки.Довольно прогрессивным является то, что в столь многолюдном парке запрещено кататься на велосипедах, так что гулять здесь весьма комфортно."
5,янв. 2021 г.,"5,0 из 5 кружков",Шикарный парк,"Очень приятное место в центре Лондона для прогулок, отсюда открываются шикарные виды. В парке разводят птиц, и в зависимости от времени приходы можно увидеть разных птиц, таких как пеликанов, попугаев, лебедей. В парке отличное кафе и много киосков с фастфудом."
6,июль 2020 г.,"5,0 из 5 кружков",Красота,"Наверно это самый красивый и уютный парк Лондона. Много белок, лебедей, уток. Всегда приятно там провести время."
7,янв. 2020 г. • Для двоих,"5,0 из 5 кружков",Чудесный парк,Сент-Джеймсский парк (St. James’s Park) - старейший парк в Лондоне.  Назван в память о когда-то стоявшей здесь богадельне во имя св. Джеймса он же св.. Яков. Купил парк Генрих VIII. В начале девятнадцатого века парк приобрел знакомый нам вид. Из пробегавшего через него канала сделали озеро
8,нояб. 2019 г. • С друзьями,"5,0 из 5 кружков",Райский островок,"Прилетела к подруге в конце ноября.Утром решили вместе погулять с собачкой и ( о чудо) в пяти минутах ходьбы от ее дома , попадаем в совершенно нереальное место! Чудесные деревья, огромные ивы и ... пеликаны, попугаи, лебеди , белки и масса водоплавающих! Я просто в шоке была... они живут без вольеров, и можно покормить и погладить, а рядом.... Букингемский дворец, улица Пикадилли и Биг Бен! Обязательно посетите этот парк) Я в восторге)"
9,сент. 2019 г.,"5,0 из 5 кружков",Есть даже пеликаны!,"Зачем летать на далёкие острова, когда, чтобы увидеть и погладить НАСТОЯЩИХ ЖИВЫХ ПЕЛИКАНОВ, достаточно прийти в конце сентября в этот прекрасный парк. А какие цветочные композиции, белки с размером в кошку! Вообщем, прекрасно!"
0,сент. 2019 г.,"5,0 из 5 кружков",Очень милый парк!!,"По такому парку гулять одно удовольствие. В теплую погоду можно устраивать пикнички и лежать на травке. В парке можно наблюдать и кормить птичек, белочек. Их там просто море, никто не боится людей."
1,авг. 2019 г. • Путешествие в одиночку,"5,0 из 5 кружков",Красивый парк,"Белки, утки, голуби и люди. Один из самых оживленных парков в Лондоне, который находится недалеко от Биг Бена. Здесь можно проникнуться Лондонской атмосферой. Прийти сюда хотя бы раз - обязательно. Я ходила туда каждый день на протяжении недели, чтобы покормить белок, посмотреть на странных птиц и просто отдохнуть от долгих прогулок."
2,сент. 2019 г.,"5,0 из 5 кружков",Безмятежность и уют,"Пожалуй, самое спокойное и красивое место ,в котором мне доводилось побывать.Парк находится недалеко от Букингемского дворца: чистый,ухоженный с огромным количеством живности. Особенно моё внимание было приковано к белочкам.Они будто никого не бояться, снуют между дорожками,подбегают близко к тебе   и просят их угостить))Это что-то невероятное! Всё вокруг в  цветах, зелени и окружении различных птиц.Атмосферное место в котором хотелось оставаться как можно дольше,жаль только время не позволяло.Сюда хочется вернуться и наслаждаться всеми видами ,которые предоставлены взору.В следующий раз ,непременно,первым делом приеду в данный парк и просто целый день позволю себе ,сидя на лавочке, вдыхать цветочные ароматы, кормить белочек и наблюдать за лебедями снующими по озеру.Частичка моего сердца определённо оставлена в этом потрясающем месте.Приезжайте ,и я уверена, что Вас этот парк так-же не оставит равнодушными!"
3,сент. 2019 г.,"4,0 из 5 кружков",Хороший парк,"Мне понравилось там кафе на улице. Рекомендую купить Вам кексы и кофе латте. У нас в Санкт-Петербурге парке не хуже. Но очень порадовало присутствие живых птиц. Цветы тоже красивые, но у нас получше в Петербурге."
4,авг. 2019 г.,"5,0 из 5 кружков",Очень красивый парк,"Замечательный парк с 2-х сот летними платанами и озером с лебедями. Отличное местоположение: в центре Лондона у Букингемского дворца.  Можно проходить по нему, отдыхая, после посещения близлежащих достопримечательностей. Обязательно погуляйте там."
5,авг. 2019 г.,"5,0 из 5 кружков",Прекрасный парк!,Отличное место для отдыха после бурного и шумного посещения Королевских дворцов. Отдых нужен и парк поможет восстановить силы для дальнейшего путешествия.  
6,окт. 2018 г.,"5,0 из 5 кружков",Великолепный парк в сердце Лондона,"Большо красивый парк в самом центре Лондона. Была там летом, осенью и зимой. Зимой там довольно серо, слякотно и тоскливо, а вот летом и осенью - очень красиво. Осенью, ближе к зиме там народу поменьше, и становится спокойно, тихо и приятно. Стоит его посетить - подойдет и для прогулки с детьми, и для романтического пикника, и для посиделок под тенистыми кронами большой компанией."
7,июль 2019 г. • С друзьями,"5,0 из 5 кружков",Прекрачное 📍место,"Кругом зелень, утки, гуси, мирно плавающие и с интересом рассматривающие туристов. С удовольствием угостятся вашими дарами. Отличное место абстрагироваться. "
8,авг. 2018 г. • Для двоих,"5,0 из 5 кружков",Прекрасный парк...,"... но из-за сухого и жаркого лета трава была жёлтая и сухая, с деревьев опадали листья как осенью. Но все равно, парк прекрасен с его тропинкам, газонами, животными и птицами"
9,май 2019 г. • Семейный отдых,"5,0 из 5 кружков",Красиво и удобно,"Прекрасное место для прогулок. По утрам белочки берут орешки прямо из рук (к вечеру они устают от навязчивых посетителей). Удобные дорожки, деревянные скамеечки. "
